INSTNM,X,Y,CITY,STATE,INSTNM-2,Degree,Rank,LON,LAT
Peirce College,-75.16633377,39.94549106,Philadelphia,PA,NULL,NULL,NULL,-75.16633377,39.94549106
Southeastern Oklahoma State University,-96.3768715,34.00681399,Durant,OK,NULL,NULL,NULL,-96.3768715,34.00681399
Taylor Business Institute,-87.63618575,41.87954285,Chicago,IL,NULL,NULL,NULL,-87.63618575,41.87954285
Vanguard-Sentinel Adult Career and Technology Center,-83.12788535,41.365125,Fremont,OH,NULL,NULL,NULL,-83.12788535,41.365125
Star Career Academy-Philadelphia,-75.03203274,40.07315609,Philadelphia,PA,NULL,NULL,NULL,-75.03203274,40.07315609
Wave Leadership College,-76.04312287,36.8647174,Virginia Beach,VA,NULL,NULL,NULL,-76.04312287,36.8647174
Remington College-Baton Rouge Campus,-91.0530049,30.41186248,Baton Rouge,LA,NULL,NULL,NULL,-91.0530049,30.41186248
Universidad Central Del Caribe,-66.15375629,18.36617388,Bayamon,PR,NULL,NULL,NULL,-66.15375629,18.36617388
Marquette University,-87.92796696,43.03903803,Milwaukee,WI,NULL,NULL,NULL,-87.92796696,43.03903803
College of the Ozarks,-93.23818086,36.61602562,Point Lookout,MO,NULL,NULL,NULL,-93.23818086,36.61602562
Sherman College of Straight Chiropractic,-81.98604757,35.01413179,Spartanburg,SC,NULL,NULL,NULL,-81.98604757,35.01413179
Ohio State University-Newark Campus,-82.44799604,40.06836079,Newark,OH,NULL,NULL,NULL,-82.44799604,40.06836079
Newberry College,-81.61978042,34.28587465,Newberry,SC,NULL,NULL,NULL,-81.61978042,34.28587465
Berkeley College-Woodland Park,-74.18876652,40.90208829,Woodland Park,NJ,NULL,NULL,NULL,-74.18876652,40.90208829
Vatterott College-Oklahoma City,-97.61048892,35.5475302,Warr Acres,OK,NULL,NULL,NULL,-97.61048892,35.5475302
Bridgeport Hospital School of Nursing,-73.16518621,41.18942138,Bridgeport,CT,NULL,NULL,NULL,-73.16518621,41.18942138
University of Idaho,-117.0243098,46.72690012,Moscow,ID,NULL,NULL,NULL,-117.0243098,46.72690012
University of Mobile,-88.12893912,30.79325266,Mobile,AL,NULL,NULL,NULL,-88.12893912,30.79325266
Uintah Basin Applied Technology College,-109.9753513,40.29906513,Roosevelt,UT,NULL,NULL,NULL,-109.9753513,40.29906513
Everest University-Tampa,-82.49761941,27.99658718,Tampa,FL,NULL,NULL,NULL,-82.49761941,27.99658718
Marlboro College,-72.73655317,42.83961171,Marlboro,VT,NULL,NULL,NULL,-72.73655317,42.83961171
Allied American University,-117.7295811,33.62307684,Laguna Hills,CA,NULL,NULL,NULL,-117.7295811,33.62307684
Merkaz Bnos-Business School,-73.99712544,40.60143423,Brooklyn,NY,NULL,NULL,NULL,-73.99712544,40.60143423
MacCormac College,-87.62666275,41.88190585,Chicago,IL,NULL,NULL,NULL,-87.62666275,41.88190585
Centro de Estudios Multidisciplinarios-Humacao,-65.82110518,18.14877382,Humacao,PR,NULL,NULL,NULL,-65.82110518,18.14877382
Darton State College,-84.21209105,31.58359997,Albany,GA,NULL,NULL,NULL,-84.21209105,31.58359997
Kehilath Yakov Rabbinical Seminary,-73.81488842,41.22052936,Ossining,NY,NULL,NULL,NULL,-73.81488842,41.22052936
The Art Institute of Atlanta,-84.3552562,33.93603048,Atlanta,GA,NULL,NULL,NULL,-84.3552562,33.93603048
University of Arizona,-110.9508257,32.232677,Tucson,AZ,NULL,NULL,NULL,-110.9508257,32.232677
Randolph-Macon College,-77.47841836,37.76043754,Ashland,VA,NULL,NULL,NULL,-77.47841836,37.76043754
Westchester School for Dental Assistant,-73.82355741,41.05711933,Elmsford,NY,NULL,NULL,NULL,-73.82355741,41.05711933
Whitworth University,-117.4180921,47.75370516,Spokane,WA,NULL,NULL,NULL,-117.4180921,47.75370516
South Texas Vocational Technical Institute-Corpus Christi,-97.43327644,27.73965372,Corpus Christi,TX,NULL,NULL,NULL,-97.43327644,27.73965372
Centenary College of Louisiana,-93.73084072,32.48334081,Shreveport,LA,NULL,NULL,NULL,-93.73084072,32.48334081
Tyler Junior College,-95.28413611,32.33602072,Tyler,TX,NULL,NULL,NULL,-95.28413611,32.33602072
Ranger College,-98.68522298,32.4567786,Ranger,TX,NULL,NULL,NULL,-98.68522298,32.4567786
Inter American University of Puerto Rico-Arecibo,-66.75900848,18.47509291,Arecibo,PR,NULL,NULL,NULL,-66.75900848,18.47509291
Northwest Educational Center,-95.47317303,29.8142602,Houston,TX,NULL,NULL,NULL,-95.47317303,29.8142602
Trine University,-85.00570095,41.63339695,Angola,IN,NULL,NULL,NULL,-85.00570095,41.63339695
Blackhawk Technical College,-89.01616723,42.59322489,Janesville,WI,NULL,NULL,NULL,-89.01616723,42.59322489
Washington Hospital School of Radiologic Technology,-80.24642438,40.18338091,Washington,PA,NULL,NULL,NULL,-80.24642438,40.18338091
Rust College,-89.4470047,34.77686844,Holly Springs,MS,NULL,NULL,NULL,-89.4470047,34.77686844
North Carolina A & T State University,-79.77015497,36.0767441,Greensboro,NC,NULL,NULL,NULL,-79.77015497,36.0767441
Doane University-Arts & Sciences,-96.94966422,40.62311409,Crete,NE,NULL,NULL,NULL,-96.94966422,40.62311409
Sanford-Brown College-Houston,-95.54814805,29.72763518,Houston,TX,NULL,NULL,NULL,-95.54814805,29.72763518
The University of Texas at San Antonio,-98.62139381,29.58242305,San Antonio,TX,NULL,NULL,NULL,-98.62139381,29.58242305
University of Northwestern-St Paul,-93.17158673,45.03297701,Saint Paul,MN,NULL,NULL,NULL,-93.17158673,45.03297701
Virginia College-Tulsa,-95.97594854,36.08861638,Tulsa,OK,NULL,NULL,NULL,-95.97594854,36.08861638
ITT Technical Institute-Norwood,-84.45067757,39.16612353,Norwood,OH,NULL,NULL,NULL,-84.45067757,39.16612353
ITT Technical Institute-Norwood,-71.18833462,42.20006264,Norwood,MA,NULL,NULL,NULL,-71.18833462,42.20006264
Westchester College of Nursing & Allied Health,-118.3965232,33.95487484,Los Angeles,CA,NULL,NULL,NULL,-118.3965232,33.95487484
Valley City State University,-98.00389938,46.9185249,Valley City,ND,NULL,NULL,NULL,-98.00389938,46.9185249
Baptist Bible College,-93.28539192,37.23973773,Springfield,MO,NULL,NULL,NULL,-93.28539192,37.23973773
Atelier Esthetique Institute of Esthetics,-73.99958245,40.73814826,New York,NY,NULL,NULL,NULL,-73.99958245,40.73814826
Galen College of Nursing-Louisville,-85.69756887,38.2773273,Louisville,KY,NULL,NULL,NULL,-85.69756887,38.2773273
Pima Medical Institute-East Valley,-111.6885819,33.37681013,Mesa,AZ,NULL,NULL,NULL,-111.6885819,33.37681013
College of Our Lady of the Elms,-72.60154208,42.14179858,Chicopee,MA,NULL,NULL,NULL,-72.60154208,42.14179858
Murray State University,-88.3236345,36.61242586,Murray,KY,NULL,NULL,NULL,-88.3236345,36.61242586
Lincoln College of Technology-Denver,-104.8561811,39.77651643,Denver,CO,NULL,NULL,NULL,-104.8561811,39.77651643
Augusta University,-81.99065449,33.47077646,Augusta,GA,NULL,NULL,NULL,-81.99065449,33.47077646
MedTech College-Lexington Campus,-84.4909285,38.09703632,Lexington,KY,NULL,NULL,NULL,-84.4909285,38.09703632
Michigan Technological University,-88.54640965,47.11830863,Houghton,MI,NULL,NULL,NULL,-88.54640965,47.11830863
Converse College,-81.91883255,34.95623878,Spartanburg,SC,NULL,NULL,NULL,-81.91883255,34.95623878
Antioch University-Connected,-83.90868846,39.80321767,Yellow Springs,OH,NULL,NULL,NULL,-83.90868846,39.80321767
Be'er Yaakov Talmudic Seminary,-74.02842648,41.13905834,Spring Valley,NY,NULL,NULL,NULL,-74.02842648,41.13905834
University of Wisconsin-River Falls,-92.62532355,44.85265502,River Falls,WI,NULL,NULL,NULL,-92.62532355,44.85265502
Manhattan Institute,-73.98693044,40.74971926,New York,NY,NULL,NULL,NULL,-73.98693044,40.74971926
New England Tractor Trailer Training School of CT-Bridgeport,-73.17940721,41.18671438,Bridgeport,CT,NULL,NULL,NULL,-73.17940721,41.18671438
Pacific Lutheran University,-122.4404358,47.14516558,Tacoma,WA,NULL,NULL,NULL,-122.4404358,47.14516558
Southern Virginia University,-79.35037294,37.74037546,Buena Vista,VA,NULL,NULL,NULL,-79.35037294,37.74037546
Brooks Institute,-119.2945934,34.33795383,Ventura,CA,NULL,NULL,NULL,-119.2945934,34.33795383
Payne Theological Seminary,-83.88487545,39.71529366,Wilberforce,OH,NULL,NULL,NULL,-83.88487545,39.71529366
Dorsey Business Schools-Roseville,-82.91596839,42.52866222,Roseville,MI,NULL,NULL,NULL,-82.91596839,42.52866222
Andrews University,-86.35582038,41.96386694,Berrien Springs,MI,NULL,NULL,NULL,-86.35582038,41.96386694
Florida Gulf Coast University,-81.77358116,26.46426682,Fort Myers,FL,NULL,NULL,NULL,-81.77358116,26.46426682
Remington College-Nashville Campus,-86.665634,36.15234384,Nashville,TN,NULL,NULL,NULL,-86.665634,36.15234384
Newbury College,-71.14208262,42.33104067,Brookline,MA,NULL,NULL,NULL,-71.14208262,42.33104067
Art Center College of Design,-118.1869132,34.17084887,Pasadena,CA,NULL,NULL,NULL,-118.1869132,34.17084887
Paul Mitchell the School-Houston,-95.55890805,29.7863952,Houston,TX,NULL,NULL,NULL,-95.55890805,29.7863952
Saint Louis Christian College,-90.29457523,38.77577816,Florissant,MO,NULL,NULL,NULL,-90.29457523,38.77577816
PCI Academy-Plymouth,-93.50846083,45.03377298,Plymouth,MN,NULL,NULL,NULL,-93.50846083,45.03377298
Wenatchee Valley College,-120.3348275,47.43093682,Wenatchee,WA,NULL,NULL,NULL,-120.3348275,47.43093682
Hampshire College,-72.53147007,42.32586062,Amherst,MA,NULL,NULL,NULL,-72.53147007,42.32586062
Nueta Hidatsa Sahnish College,-102.4728248,47.98331865,New Town,ND,NULL,NULL,NULL,-102.4728248,47.98331865
Fortis College-Cuyahoga Falls,-81.47043683,41.14386404,Cuyahoga Falls,OH,NULL,NULL,NULL,-81.47043683,41.14386404
Community Technology Learning Center of Portage,-81.24110976,41.15607105,Ravenna,OH,NULL,NULL,NULL,-81.24110976,41.15607105
Boston Graduate School of Psychoanalysis Inc,-71.13302561,42.33948967,Brookline,MA,NULL,NULL,NULL,-71.13302561,42.33948967
Fortis Institute-Baltimore,-76.74945723,39.30956388,Baltimore,MD,NULL,NULL,NULL,-76.74945723,39.30956388
University of Missouri-System Office,-92.34094281,38.93637308,Columbia,MO,NULL,NULL,NULL,-92.34094281,38.93637308
Fortis Institute-Houston,-95.39505802,29.93744523,Houston,TX,NULL,NULL,NULL,-95.39505802,29.93744523
L'Ecole Culinaire-Memphis,-89.79745482,35.15920051,Cordova,TN,NULL,NULL,NULL,-89.79745482,35.15920051
Waukesha County Technical College,-88.25881106,43.07012002,Pewaukee,WI,NULL,NULL,NULL,-88.25881106,43.07012002
Commonwealth Technical Institute,-78.94791898,40.30433999,Johnstown,PA,NULL,NULL,NULL,-78.94791898,40.30433999
ITT Technical Institute-Orlando,-81.36662411,28.75003539,Lake Mary,FL,NULL,NULL,NULL,-81.36662411,28.75003539
Goucher College,-76.59484519,39.41018291,Baltimore,MD,NULL,NULL,NULL,-76.59484519,39.41018291
Chamberlain College of Nursing-Arizona,-112.104432,33.56573513,Phoenix,AZ,NULL,NULL,NULL,-112.104432,33.56573513
La James International College-Davenport,-90.57260657,41.57399463,Davenport,IA,NULL,NULL,NULL,-90.57260657,41.57399463
Bryant & Stratton College-Hampton,-76.39268199,37.04386743,Hampton,VA,NULL,NULL,NULL,-76.39268199,37.04386743
Ocean County Vocational-Technical School,-74.19530947,39.98302211,Toms River,NJ,NULL,NULL,NULL,-74.19530947,39.98302211
ITT Technical Institute-Wichita,-97.24246901,37.7416666,Wichita,KS,NULL,NULL,NULL,-97.24246901,37.7416666
Skin Institute,-90.36423823,38.52772411,Saint Louis,MO,NULL,NULL,NULL,-90.36423823,38.52772411
Paul Mitchell the School-Indianapolis,-86.1273661,39.64001453,Indianapolis,IN,NULL,NULL,NULL,-86.1273661,39.64001453
McDaniel College,-77.00166433,39.58488692,Westminster,MD,NULL,NULL,NULL,-77.00166433,39.58488692
Los Angeles Film School,-118.3282822,34.09821886,Hollywood,CA,NULL,NULL,NULL,-118.3282822,34.09821886
Cape Coral Technical College,-81.97544822,26.65886087,Cape Coral,FL,NULL,NULL,NULL,-81.97544822,26.65886087
San Joaquin Valley College-Visalia,-119.3849936,36.32805402,Visalia,CA,NULL,NULL,NULL,-119.3849936,36.32805402
Saint Joseph's University,-75.2383448,39.99445007,Philadelphia,PA,NULL,NULL,NULL,-75.2383448,39.99445007
American Medical Academy,-80.39336374,25.66273465,Miami,FL,NULL,NULL,NULL,-80.39336374,25.66273465
Miller-Motte Technical College-Columbus,-84.9363153,32.48008614,Columbus,GA,NULL,NULL,NULL,-84.9363153,32.48008614
Sioux Falls Seminary,-96.73590452,43.52545354,Sioux Falls,SD,NULL,NULL,NULL,-96.73590452,43.52545354
Iliff School of Theology,-104.9606671,39.67593341,Denver,CO,NULL,NULL,NULL,-104.9606671,39.67593341
Success Schools,-87.35802163,41.4696258,Merrillville,IN,NULL,NULL,NULL,-87.35802163,41.4696258
Illinois Institute of Technology,-87.62732674,41.83130785,Chicago,IL,NULL,NULL,NULL,-87.62732674,41.83130785
Linfield College-McMinnville Campus,-123.2004785,45.20133839,McMinnville,OR,NULL,NULL,NULL,-123.2004785,45.20133839
College of Business and Technology-Main Campus,-80.33742372,25.76859468,Miami,FL,NULL,NULL,NULL,-80.33742372,25.76859468
Vassar College,-73.89434647,41.68511345,Poughkeepsie,NY,NULL,NULL,NULL,-73.89434647,41.68511345
Concordia College-New York,-73.8221214,40.94253831,Bronxville,NY,NULL,NULL,NULL,-73.8221214,40.94253831
Brightwood College-Vista,-117.2208279,33.17244481,Vista,CA,NULL,NULL,NULL,-117.2208279,33.17244481
InterCoast Colleges-Rancho Cordova,-121.3342561,38.56131409,Rancho Cordova,CA,NULL,NULL,NULL,-121.3342561,38.56131409
Rock Valley College,-88.99459219,42.30954485,Rockford,IL,NULL,NULL,NULL,-88.99459219,42.30954485
Lake Forest College,-87.83078285,42.25046391,Lake Forest,IL,NULL,NULL,NULL,-87.83078285,42.25046391
Hellenic College-Holy Cross Greek Orthodox School of Theology,-71.12941861,42.31702666,Brookline,MA,NULL,NULL,NULL,-71.12941861,42.31702666
Valparaiso University,-87.04017754,41.46224681,Valparaiso,IN,NULL,NULL,NULL,-87.04017754,41.46224681
University of New Mexico-Taos Campus,-105.6517189,36.34886689,Ranchos de Taos,NM,NULL,NULL,NULL,-105.6517189,36.34886689
Lee College,-94.9767309,29.7316592,Baytown,TX,NULL,NULL,NULL,-94.9767309,29.7316592
Columbia Central University-Caguas,-66.02254125,18.22329284,Caguas,PR,NULL,NULL,NULL,-66.02254125,18.22329284
University of New Mexico-Gallup Campus,-108.7272625,35.50266759,Gallup,NM,NULL,NULL,NULL,-108.7272625,35.50266759
University of California-Riverside,-117.33111,33.9758849,Riverside,CA,NULL,NULL,NULL,-117.33111,33.9758849
ITT Technical Institute-Fort Wayne,-85.10644593,41.17033586,Fort Wayne,IN,NULL,NULL,NULL,-85.10644593,41.17033586
ITT Technical Institute-Boise,-116.335522,43.66009695,Boise,ID,NULL,NULL,NULL,-116.335522,43.66009695
Elizabethtown College,-76.59322623,40.14924405,Elizabethtown,PA,NULL,NULL,NULL,-76.59322623,40.14924405
Cabrillo College,-121.9279391,36.98910491,Aptos,CA,NULL,NULL,NULL,-121.9279391,36.98910491
Pinchot University,-122.3312709,47.60051662,Seattle,WA,NULL,NULL,NULL,-122.3312709,47.60051662
Brighton Center's Center for Employment Training,-84.49013158,39.09255851,Newport,KY,NULL,NULL,NULL,-84.49013158,39.09255851
Brown Mackie College-San Antonio,-98.55588879,29.49426504,San Antonio,TX,NULL,NULL,NULL,-98.55588879,29.49426504
Florida College of Natural Health-Miami,-80.32568772,25.78355769,Miami,FL,NULL,NULL,NULL,-80.32568772,25.78355769
International College of Broadcasting,-84.13750352,39.76499365,Dayton,OH,NULL,NULL,NULL,-84.13750352,39.76499365
Colorado School of Traditional Chinese Medicine,-104.9594861,39.73910742,Denver,CO,NULL,NULL,NULL,-104.9594861,39.73910742
D'Mart Institute,-66.29298233,18.18269683,Barranquitas,PR,NULL,NULL,NULL,-66.29298233,18.18269683
Beckfield College-Tri-County,-84.48143059,39.29669055,Springdale,OH,NULL,NULL,NULL,-84.48143059,39.29669055
Barnes-Jewish College Goldfarb School of Nursing,-90.26065421,38.63688814,Saint Louis,MO,NULL,NULL,NULL,-90.26065421,38.63688814
Bellingham Technical College,-122.5121752,48.76619465,Bellingham,WA,NULL,NULL,NULL,-122.5121752,48.76619465
Sharon Regional Health System School of Nursing,-80.49604453,41.2320121,Sharon,PA,NULL,NULL,NULL,-80.49604453,41.2320121
St. Gregory's University,-96.95425274,35.36761221,Shawnee,OK,NULL,NULL,NULL,-96.95425274,35.36761221
Gurnick Academy of Medical Arts,-122.3076312,37.54738193,San Mateo,CA,NULL,NULL,NULL,-122.3076312,37.54738193
Virginia Sewing Machines and School Center,-118.2584562,34.04040185,Los Angeles,CA,NULL,NULL,NULL,-118.2584562,34.04040185
Washington State University,-117.1581818,46.73045411,Pullman,WA,NULL,NULL,NULL,-117.1581818,46.73045411
Bradford School,-82.91115618,40.02351276,Columbus,OH,NULL,NULL,NULL,-82.91115618,40.02351276
Bradford School,-80.00368232,40.43295597,Pittsburgh,PA,NULL,NULL,NULL,-80.00368232,40.43295597
Del Mar College,-97.40763444,27.76362772,Corpus Christi,TX,NULL,NULL,NULL,-97.40763444,27.76362772
William T McFatter Technical College,-80.2322037,26.08502676,Davie,FL,NULL,NULL,NULL,-80.2322037,26.08502676
College of Biblical Studies-Houston,-95.50657304,29.71668618,Houston,TX,NULL,NULL,NULL,-95.50657304,29.71668618
Galaxy Medical College,-118.3962212,34.18698086,North Hollywood,CA,NULL,NULL,NULL,-118.3962212,34.18698086
Pima Medical Institute-Las Vegas,-115.1022498,36.11411028,Las Vegas,NV,NULL,NULL,NULL,-115.1022498,36.11411028
Delta College,-83.98594782,43.55949934,University Center,MI,NULL,NULL,NULL,-83.98594782,43.55949934
DePauw University,-86.86356132,39.6395375,Greencastle,IN,NULL,NULL,NULL,-86.86356132,39.6395375
Peru State College,-95.73273888,40.47469614,Peru,NE,NULL,NULL,NULL,-95.73273888,40.47469614
Oregon College of Art and Craft,-122.7609295,45.51060446,Portland,OR,NULL,NULL,NULL,-122.7609295,45.51060446
Allan Hancock College,-120.4214986,34.94298382,Santa Maria,CA,NULL,NULL,NULL,-120.4214986,34.94298382
Saint Augustine's University,-78.6218086,35.78503908,Raleigh,NC,NULL,NULL,NULL,-78.6218086,35.78503908
Strayer University-Mississippi,-90.14944675,32.38098593,Jackson,MS,NULL,NULL,NULL,-90.14944675,32.38098593
Rensselaer Hartford Graduate Center Inc,-72.67391708,41.77347051,Hartford,CT,NULL,NULL,NULL,-72.67391708,41.77347051
Conservatory of Recording Arts and Sciences,-111.889555,33.40785812,Tempe,AZ,NULL,NULL,NULL,-111.889555,33.40785812
North Georgia Technical College,-83.529596,34.63853666,Clarkesville,GA,NULL,NULL,NULL,-83.529596,34.63853666
Northcoast Medical Training Academy,-81.32590678,41.15475704,Kent,OH,NULL,NULL,NULL,-81.32590678,41.15475704
Phoenix College,-112.088304,33.48136612,Phoenix,AZ,NULL,NULL,NULL,-112.088304,33.48136612
Clear Creek Baptist Bible College,-83.72770619,36.72524308,Pineville,KY,NULL,NULL,NULL,-83.72770619,36.72524308
Loras College,-90.6790297,42.50391578,Dubuque,IA,NULL,NULL,NULL,-90.6790297,42.50391578
SUNY Oneonta,-75.0636339,42.46886955,Oneonta,NY,NULL,NULL,NULL,-75.0636339,42.46886955
Indian Capital Technology Center-Sallisaw,-94.79297418,35.44654833,Sallisaw,OK,NULL,NULL,NULL,-94.79297418,35.44654833
Anna Maria College,-71.91896187,42.33055864,Paxton,MA,NULL,NULL,NULL,-71.91896187,42.33055864
Flint Hills Technical College,-96.22363081,38.42096177,Emporia,KS,NULL,NULL,NULL,-96.22363081,38.42096177
Mount Saint Mary College,-74.0129075,41.51122041,Newburgh,NY,NULL,NULL,NULL,-74.0129075,41.51122041
Pittsburgh Institute of Mortuary Science Inc,-79.9305913,40.45932598,Pittsburgh,PA,NULL,NULL,NULL,-79.9305913,40.45932598
Columbia College-NAS Jacksonville,-81.67674426,30.22609173,Jacksonville,FL,NULL,NULL,NULL,-81.67674426,30.22609173
University of Phoenix-Illinois,-88.04258989,42.05624486,Schaumburg,IL,NULL,NULL,NULL,-88.04258989,42.05624486
Elmira College,-76.81346144,42.09610841,Elmira,NY,NULL,NULL,NULL,-76.81346144,42.09610841
Texas State University,-97.93639966,29.88920713,San Marcos,TX,NULL,NULL,NULL,-97.93639966,29.88920713
South University-Accelerated Graduate Programs,-84.3552832,33.93608248,Atlanta,GA,NULL,NULL,NULL,-84.3552832,33.93608248
North-West College-Glendale,-118.2554212,34.14891787,Glendale,CA,NULL,NULL,NULL,-118.2554212,34.14891787
Moorpark College,-118.8366363,34.30002285,Moorpark,CA,NULL,NULL,NULL,-118.8366363,34.30002285
Paul Mitchell the School-Esani,-84.3336782,34.0422305,Roswell,GA,NULL,NULL,NULL,-84.3336782,34.0422305
Seton Hall University,-74.24875453,40.74286725,South Orange,NJ,NULL,NULL,NULL,-74.24875453,40.74286725
Paul Mitchell the School-Michigan,-83.02864543,42.59399922,Sterling Heights,MI,NULL,NULL,NULL,-83.02864543,42.59399922
Macalester College,-93.16986272,44.93671699,Saint Paul,MN,NULL,NULL,NULL,-93.16986272,44.93671699
MedTech Institute-Orlando Campus,-81.20824406,28.57259536,Orlando,FL,NULL,NULL,NULL,-81.20824406,28.57259536
ITT Technical Institute-North Charleston,-80.02745388,32.9004964,North Charleston,SC,NULL,NULL,NULL,-80.02745388,32.9004964
St John's University-New York,-73.79610538,40.72253127,Queens,NY,NULL,NULL,NULL,-73.79610538,40.72253127
Virginia College-Charleston,-80.02311888,32.9061054,North Charleston,SC,NULL,NULL,NULL,-80.02311888,32.9061054
Albany Law School,-73.7776935,42.65127264,Albany,NY,NULL,NULL,NULL,-73.7776935,42.65127264
Lake Superior State University,-84.36550526,46.49174479,Sault Ste Marie,MI,NULL,NULL,NULL,-84.36550526,46.49174479
Belmont College,-80.96490459,40.07695786,Saint Clairsville,OH,NULL,NULL,NULL,-80.96490459,40.07695786
Yeshiva of the Telshe Alumni,-73.91109743,40.8966763,Riverdale,NY,NULL,NULL,NULL,-73.91109743,40.8966763
Icahn School of Medicine at Mount Sinai,-73.95344644,40.78980927,New York,NY,NULL,NULL,NULL,-73.95344644,40.78980927
Triangle Tech Inc-Greensburg,-79.54008517,40.30313196,Greensburg,PA,NULL,NULL,NULL,-79.54008517,40.30313196
Brookhaven College,-96.85016755,32.92824276,Farmers Branch,TX,NULL,NULL,NULL,-96.85016755,32.92824276
Arkansas State University-Mountain Home,-92.38858761,36.32047261,Mountain Home,AR,NULL,NULL,NULL,-92.38858761,36.32047261
Zane State College,-82.03177291,39.96139479,Zanesville,OH,NULL,NULL,NULL,-82.03177291,39.96139479
The Wright Institute,-122.2531812,37.86822596,Berkeley,CA,NULL,NULL,NULL,-122.2531812,37.86822596
College of Micronesia-FSM,158.1581803,6.909767049,Pohnpei,FM,NULL,NULL,NULL,158.1581803,6.909767049
Ayers Career College,-93.79823573,32.41829679,Shreveport,LA,NULL,NULL,NULL,-93.79823573,32.41829679
Baylor University,-97.11936654,31.54596149,Waco,TX,NULL,NULL,NULL,-97.11936654,31.54596149
The University of Texas Medical Branch,-94.77640783,29.31133812,Galveston,TX,NULL,NULL,NULL,-94.77640783,29.31133812
Tulsa Technology Center-Riverside Campus,-95.98263954,36.03355837,Tulsa,OK,NULL,NULL,NULL,-95.98263954,36.03355837
Torah Temimah Talmudical Seminary,-73.97197443,40.63551724,Brooklyn,NY,NULL,NULL,NULL,-73.97197443,40.63551724
West Virginia Junior College-Morgantown,-79.95480625,39.63264782,Morgantown,WV,NULL,NULL,NULL,-79.95480625,39.63264782
Chester Career College,-77.37411431,37.34888946,CHESTER,VA,NULL,NULL,NULL,-77.37411431,37.34888946
Bethany Theological Seminary,-84.90990476,39.82650763,Richmond,IN,NULL,NULL,NULL,-84.90990476,39.82650763
CUNY Brooklyn College,-73.95312143,40.63192024,Brooklyn,NY,NULL,NULL,NULL,-73.95312143,40.63192024
Virginia Wesleyan College,-76.18606192,36.8684244,Norfolk,VA,NULL,NULL,NULL,-76.18606192,36.8684244
Instituto Educativo Premier,-66.61149243,18.01291277,Ponce,PR,NULL,NULL,NULL,-66.61149243,18.01291277
Cisco College,-98.98568905,32.40169957,Cisco,TX,NULL,NULL,NULL,-98.98568905,32.40169957
Indian River State College,-80.35785277,27.4231261,Fort Pierce,FL,NULL,NULL,NULL,-80.35785277,27.4231261
Xenon International Academy-Denver,-104.8486121,39.67631442,Aurora,CO,NULL,NULL,NULL,-104.8486121,39.67631442
Eckerd College,-82.68599546,27.71900111,Saint Petersburg,FL,NULL,NULL,NULL,-82.68599546,27.71900111
Vatterott College-Cleveland,-81.6506439,41.31715306,Broadview Heights,OH,NULL,NULL,NULL,-81.6506439,41.31715306
Virginia College-Greenville,-82.34335866,34.80755174,Greenville,SC,NULL,NULL,NULL,-82.34335866,34.80755174
Columbia College - Rolla,-91.80204758,37.93755693,Rolla,MO,NULL,NULL,NULL,-91.80204758,37.93755693
Montana State University-Northern,-109.6864696,48.54106102,Havre,MT,NULL,NULL,NULL,-109.6864696,48.54106102
Farmingdale State College,-73.42832127,40.75423228,Farmingdale,NY,NULL,NULL,NULL,-73.42832127,40.75423228
Midway University,-84.67933956,38.14443932,Midway,KY,NULL,NULL,NULL,-84.67933956,38.14443932
Amarillo College,-101.8471129,35.18841592,Amarillo,TX,NULL,NULL,NULL,-101.8471129,35.18841592
Brown Mackie College-Indianapolis,-86.15780013,39.78364556,Indianapolis,IN,NULL,NULL,NULL,-86.15780013,39.78364556
Central Yeshiva Tomchei Tmimim Lubavitz,-73.93877942,40.66970225,Brooklyn,NY,NULL,NULL,NULL,-73.93877942,40.66970225
Florida Career College-Orlando,-81.30947409,28.56052535,Orlando,FL,NULL,NULL,NULL,-81.30947409,28.56052535
Tennessee College of Applied Technology-Jacksboro,-84.2089913,36.31742198,Jacksboro,TN,NULL,NULL,NULL,-84.2089913,36.31742198
St John's Seminary,-119.0014073,34.24403883,Camarillo,CA,NULL,NULL,NULL,-119.0014073,34.24403883
University of the Incarnate Word,-98.46771677,29.46805703,San Antonio,TX,NULL,NULL,NULL,-98.46771677,29.46805703
Louisburg College,-78.29971152,36.10540016,Louisburg,NC,NULL,NULL,NULL,-78.29971152,36.10540016
Fairleigh Dickinson University-Metropolitan Campus,-74.03002447,40.89617029,Teaneck,NJ,NULL,NULL,NULL,-74.03002447,40.89617029
Sherman Kendall Academy-Salt Lake City,-111.8716367,40.72252903,Salt Lake City,UT,NULL,NULL,NULL,-111.8716367,40.72252903
North Idaho College,-116.7984129,47.67642222,Coeur d'Alene,ID,NULL,NULL,NULL,-116.7984129,47.67642222
Southern California Institute of Technology,-117.9506731,33.83810485,Anaheim,CA,NULL,NULL,NULL,-117.9506731,33.83810485
Rocky Mountain College of Art and Design,-105.0699211,39.74332641,Lakewood,CO,NULL,NULL,NULL,-105.0699211,39.74332641
L'Ecole Culinaire-Kansas City,-94.59096943,39.04097797,Kansas City,MO,NULL,NULL,NULL,-94.59096943,39.04097797
Oklahoma Technical College,-95.90501852,36.09869339,Tulsa,OK,NULL,NULL,NULL,-95.90501852,36.09869339
ATS Institute of Technology,-81.45111185,41.54756411,Highland Heights,OH,NULL,NULL,NULL,-81.45111185,41.54756411
